Total time,0,09,33.78
1, 0,00,02.52, 0,00,02.52
2, 0,00,02.49, 0,00,05.01
3, 0,00,02.57, 0,00,07.58
4, 0,00,02.93, 0,00,10.52
5, 0,00,02.60, 0,00,13.13
6, 0,00,02.69, 0,00,15.82
7, 0,00,02.60, 0,00,18.42
8, 0,00,02.72, 0,00,21.15
9, 0,00,02.68, 0,00,23.83
10, 0,00,02.81, 0,00,26.65
11, 0,00,02.79, 0,00,29.44
12, 0,00,02.58, 0,00,32.03
13, 0,00,02.59, 0,00,34.62
14, 0,00,02.64, 0,00,37.26
15, 0,00,02.77, 0,00,40.04
16, 0,00,02.63, 0,00,42.68
17, 0,00,02.65, 0,00,45.34
18, 0,00,02.72, 0,00,48.06
19, 0,00,02.58, 0,00,50.65
20, 0,00,02.75, 0,00,53.40
21, 0,00,02.59, 0,00,55.99
22, 0,00,02.70, 0,00,58.70
23, 0,00,02.65, 0,01,01.35
24, 0,00,02.92, 0,01,04.28
25, 0,00,02.45, 0,01,06.73
26, 0,00,02.61, 0,01,09.34
27, 0,00,02.75, 0,01,12.10
28, 0,00,02.63, 0,01,14.74
29, 0,00,02.75, 0,01,17.49
30, 0,00,02.82, 0,01,20.31
31, 0,00,02.84, 0,01,23.15
32, 0,00,02.45, 0,01,25.61
33, 0,00,02.77, 0,01,28.38
34, 0,00,02.56, 0,01,30.94
35, 0,00,02.62, 0,01,33.57
36, 0,00,02.72, 0,01,36.29
37, 0,00,02.62, 0,01,38.92
38, 0,00,02.57, 0,01,41.49
39, 0,00,02.72, 0,01,44.21
40, 0,00,02.78, 0,01,47.00
41, 0,00,02.64, 0,01,49.65
42, 0,00,02.77, 0,01,52.42
43, 0,00,02.61, 0,01,55.03
44, 0,00,02.53, 0,01,57.57
45, 0,00,02.85, 0,02,00.43
46, 0,00,02.60, 0,02,03.04
47, 0,00,02.74, 0,02,05.78
48, 0,00,02.58, 0,02,08.37
49, 0,00,02.70, 0,02,11.08
50, 0,00,02.74, 0,02,13.82
51, 0,00,02.67, 0,02,16.49
52, 0,00,02.65, 0,02,19.15
53, 0,00,02.65, 0,02,21.80
54, 0,00,02.46, 0,02,24.27
55, 0,00,02.91, 0,02,27.18
56, 0,00,02.52, 0,02,29.70
57, 0,00,02.78, 0,02,32.48
58, 0,00,02.63, 0,02,35.12
59, 0,00,02.82, 0,02,37.94
60, 0,00,02.72, 0,02,40.67
61, 0,00,02.47, 0,02,43.14
62, 0,00,02.85, 0,02,46.00
63, 0,00,02.56, 0,02,48.56
64, 0,00,02.85, 0,02,51.41
65, 0,00,02.69, 0,02,54.11
66, 0,00,02.50, 0,02,56.61
67, 0,00,02.54, 0,02,59.15
68, 0,00,02.65, 0,03,01.81
69, 0,00,02.92, 0,03,04.74
70, 0,00,02.66, 0,03,07.40
71, 0,00,02.62, 0,03,10.02
72, 0,00,02.84, 0,03,12.86
73, 0,00,02.47, 0,03,15.33
74, 0,00,02.66, 0,03,18.00
75, 0,00,02.67, 0,03,20.67
76, 0,00,02.52, 0,03,23.19
77, 0,00,05.24, 0,03,28.44
78, 0,00,02.69, 0,03,31.13
79, 0,00,02.67, 0,03,33.81
80, 0,00,02.74, 0,03,36.55
81, 0,00,02.74, 0,03,39.29
82, 0,00,02.60, 0,03,41.90
83, 0,00,02.66, 0,03,44.56
84, 0,00,02.74, 0,03,47.31
85, 0,00,02.66, 0,03,49.97
86, 0,00,02.62, 0,03,52.60
87, 0,00,02.68, 0,03,55.28
88, 0,00,02.72, 0,03,58.01
89, 0,00,02.67, 0,04,00.69
90, 0,00,02.72, 0,04,03.41
91, 0,00,02.73, 0,04,06.15
92, 0,00,02.56, 0,04,08.71
93, 0,00,02.76, 0,04,11.48
94, 0,00,02.64, 0,04,14.13
95, 0,00,02.71, 0,04,16.84
96, 0,00,02.69, 0,04,19.53
97, 0,00,02.61, 0,04,22.15
98, 0,00,02.90, 0,04,25.05
99, 0,00,02.67, 0,04,27.73
100, 0,00,02.48, 0,04,30.22
101, 0,00,02.79, 0,04,33.01
102, 0,00,02.67, 0,04,35.69
103, 0,00,02.74, 0,04,38.43
104, 0,00,02.62, 0,04,41.05
105, 0,00,02.65, 0,04,43.71
106, 0,00,02.64, 0,04,46.35
107, 0,00,02.83, 0,04,49.19
108, 0,00,02.53, 0,04,51.72
109, 0,00,02.76, 0,04,54.49
110, 0,00,02.62, 0,04,57.11
111, 0,00,02.50, 0,04,59.62
112, 0,00,02.84, 0,05,02.46
113, 0,00,02.81, 0,05,05.27
114, 0,00,02.48, 0,05,07.76
115, 0,00,02.52, 0,05,10.28
116, 0,00,02.74, 0,05,13.02
117, 0,00,02.99, 0,05,16.01
118, 0,00,02.50, 0,05,18.52
119, 0,00,02.77, 0,05,21.30
120, 0,00,02.45, 0,05,23.75
121, 0,00,05.19, 0,05,28.95
122, 0,00,02.80, 0,05,31.76
123, 0,00,02.74, 0,05,34.50
124, 0,00,02.75, 0,05,37.25
125, 0,00,02.67, 0,05,39.93
126, 0,00,02.66, 0,05,42.59
127, 0,00,02.70, 0,05,45.29
128, 0,00,02.69, 0,05,47.99
129, 0,00,02.45, 0,05,50.44
130, 0,00,02.84, 0,05,53.28
131, 0,00,02.77, 0,05,56.06
132, 0,00,02.57, 0,05,58.63
133, 0,00,02.60, 0,06,01.24
134, 0,00,02.71, 0,06,03.96
135, 0,00,02.72, 0,06,06.68
136, 0,00,02.62, 0,06,09.30
